id,user,text,processed_text
1548312053,ctran08,@ThePISTOL You guys should do your acostic performance at 5! I have a championship meet tomorrow that won't end til then.  -Cami,you guy acost perform i championship meet tomorrow end til cami
1548312929,look_lolol,Feels bummed out.. But had a good time with alec. And misses his girl more than anything. ,feel bum but good time alec and miss girl anyth
1548313374,christi_g,not feeling well ,feel well
1548313494,M4UR33Nii3,screw life!  i'm hot btw,screw life hot btw
1548313646,missinteddy108,looking for mylilmanalex and can't find ,look mylilmanalex find
1548313663,LovEvolve,@Edica sorry for sending that msg erica.  LOL  wait did they send this on twitter? lol,sorri send msg erica lol wait send twitter lol
1548313822,Simmiex,doesnt want school to start because she havent had enough fun! ,doesnt want school start havent enough fun
1548314161,xoxo05,Tried to make this cake bowl thing and it looks like pudding more than cake. I stink and all I had to do was add water and microwave ,tri make cake bowl thing look like pud cake i stink i add water microwav
1548314395,UnholyKnight,@GeekCatnip aww  Corey!,aww corey
1548314484,oreocookie18,when i go in urban outfitters i mildly freak out because i want EVERYTHING - but then i realize 3/4 of it looks like shit on me ,go urban outfitt mild freak want everyth realiz look like shit
1548314595,camila_XD,&quot;I not need &quot; - http://twlol.com/tw/?v1-133326 #lol #ichc #cat /// still miss mine  dang it! :/,quot i need quot lol ichc cat still miss mine dang
1548314898,sabrinadone,jis cuz u spend 10 min putting on makeup doesn't make up for the 10 hrs. of mood swings ,jis cuz u spend min put makeup make hrs mood swing
1548315649,EhhLhyzah,This is just great... ,this great
1548315745,briiness,"Why did I ask, seriously? Asking always leads to answers I don't wanna hear ",whi i ask serious ask alway lead answer i wan na hear
1548316004,jenisfearless,@saruh aw i know. i miss us  and our random hockey fights and that GAME we made up that was epic but we can't remember it,aw know miss us random hockey fight game made epic rememb
1548316183,ZombieChristina,bored outta my mind.  SIGH nothing to do. my back is still killing me. ahhhhg. i can't keep up with this shitttt. FML,bore outta mind sigh noth back still kill ahhhhg keep shitttt fml
1548316200,MordecaiOnline,Why ya'll didn't tell me the Rockets play tomorrow and not tonight...man I was ready to watch the game ,whi ya tell rocket play tomorrow tonight man i readi watch game
1548316263,mooreamy,"cant believe her boyfriend just injured himself in the first game of footy, feel like i was going to cry,  ",cant believ boyfriend injur first game footi feel like go cri
1548316530,amandasan,@digitalclover Did you see that @brettnoe said that one of the computers crapped out? ,did see brettno said one comput crap
1548316557,captkeano,Digging wandering typos... Anyway: Just realized I'm dressed like Fez from &quot;That 70s Show&quot;... ,dig wander typo anyway just realiz i dress like fez quot that show quot
1548316797,Tearthepetals,"@NicoleVicious Awww  And you are most certainly a BAMF! You're the new Chuck Norris, that's how BA you are",awww and certain bamf you new chuck norri ba
1548317438,lisamarieeeex,so tired ,tire
1548317492,xFOB,@Lorenzohenrie Im having chinese take-out. Probably not as good as italian. ,im chines take probabl good italian
1548317514,trumanlo,Is VERY sad that he broke his wife's decorative spoon. ,is veri sad broke wife decor spoon
1548317580,joshhhhhuaaaaa,Homework ,homework
1548317619,M4UR33Nii3,twitterrific. NO ,twitterrif no
1548317765,Speed2007,@ileandeezy me too ,
1548317943,taymaree13,@gemini_reign me too  thats y i still have weird pic as my default lol,that still weird pic default lol
1548318110,flyawayamanda,@mischaarmada So today some girl walked into the Bean and i totally thought it was you and i yelled &quot;MIIIIISSSCCCHHHHHHH&quot; fucking LOUD ,so today girl walk bean total thought yell quot miiiiisssccchhhhhhh quot fuck loud
1548318122,peyta,@Dr_Jared http://twitpic.com/3i2tp - That is the loneliest bench in the world. ,that loneliest bench world
1548318126,jamesdrinkard,@SweetLeafCEO I actually turned my TV on to watch the interview but saw nothing  Did I miss something?!,i actual turn tv watch interview saw noth did i miss someth
1548318222,gablow,I'm gonna cry ...&quot;TinaFey&quot; is a fake! ,i gon na cri quot tinafey quot fake
1548318230,hannapageau,@jamiexvx omg I love Animal Crossing so much. I was devistated when I realized I lost it when I moved ,omg i love anim cross much i devist i realiz i lost i move
1548318315,hnprashanth,"@9_6 No maga, have some work at BSNL head office ",no maga work bsnl head offic
1548318427,CFOServices,@GirlswithGoals I'm sorry to hear about the death of your beloved canine ,i sorri hear death belov canin
1548318514,KimariKaye,Begining my ten page paper for media law this weekend after work  blah! getting advertising quotes for the Paseo Art Festival t-shirts,begin ten page paper media law weekend work blah get advertis quot paseo art festiv shirt
1548318523,celestia_09,@kismetfeline  I so would have come by too... sad day,i would come sad day
1548318742,anthonylewry,@pmablog OH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! now remember our pizzas are smaller than yours mr!  *cries*,oh rememb pizza smaller mr cri
1548319144,purplotus13,My iTunes just deleted ALL songs off my iPod!!! NOOO!!! Ugh! ,my itun delet all song ipod nooo ugh
1548319405,jacqpow,"Ok...so after closer observation, scratch the fly old men....sugar dads for other obvious reasons  damn I knew it was 2 good 2 be true",ok closer observ scratch fli old men sugar dad obvious reason damn i knew good true
1548319602,RiverdeepANDRed,@Sherri_M They booked Jones Beach which is smaller than most ampitheatres so im thinking there's something else up with dmb and denver/CO ,they book jone beach smaller ampitheatr im think someth els dmb denver co
1548319624,angeliquevegas,Going with Krystal to get her tattoo. She might die ,go krystal get tattoo she might die
1548339340,MelissaPGallery,Work early tomorrow.... so bummed that I have to be inside all day again! Damn you MI weather!! Of course it's nice when I have to work! ,work earli tomorrow bum i insid day damn mi weather of cours nice i work
1548340138,liljay92,Might get into a fight tomorrow ,might get fight tomorrow
1548340325,joeyoeyoey,asks who's watching the Ateneo La Salle game today?  http://plurk.com/p/orwzq,ask watch ateneo la sall game today
1548340376,kappachan,My toes are cold. ,my toe cold
1548340880,oxymoronicism,"Tiffy, I need to talk to you.  ",tiffi i need talk
1548340898,nrisley19,ugh...feel like crap.life sucks so much.... ,ugh feel like crap life suck much
1548340951,blueandteal,"Bored, watching the hockey game. BUS251 final at 8:30 tomorrow. ",bore watch hockey game final tomorrow
1548341173,dorkierthanyou,@chrisguitar89 I really hope so too  I might not be in the US that day though...,i realli hope i might us day though
1548341270,HayleyyFitch,@sydneohhh aww  no its not hot at all! today it was supposed to get up 2 70 but it only got up 2 65 and on monday it going to be 40 out!,aww hot today suppos get got monday go
1548341713,TheSplender,at the house tryna take care of a sick moe.... ,hous tryna take care sick moe
1548341791,Ferhippie,"I want watch a movie, but i dont find my DVD! ",i want watch movi dont find dvd
1548341840,dove_cote,"is sitting at home, copying presentation notes onto index cards. would rather be eating movie popcorn and ogling zefron. ",sit home copi present note onto index card would rather eat movi popcorn ogl zefron
1548341908,parabuzzle,Feeling shitay ,feel shitay
1548342497,laimaitai21,"@julesdc IDK, Jules...it's pretty darned dark here NOW! And don't leave for heavens sakes... ",idk jule pretti darn dark now and leav heaven sake
1548342744,SammieJune,"The girls are asleep and Im bored watching television. Still havent talked to the boy, but maybe we just need some time apart ",the girl asleep im bore watch televis still havent talk boy mayb need time apart
1548342914,BriannaBitton,My day at the beach is now over!  I went snorkeling and my tush got a bit sunburned but it's alright! Back home tomorrow!,my day beach i went snorkel tush got bit sunburn alright back home tomorrow
1548342916,samantha37825,bored outta my effin mind...not hungry but i need to eat something to take my meds ,bore outta effin mind hungri need eat someth take med
1548343011,gothicalrose,My tummy hurts ,my tummi hurt
1548343515,fab1,@mynameisTod  Thanks for the wishes Todd.  I haven't updated Twitter.  I had to put him down on Tuesday.  It was for the best. ,thank wish todd i updat twitter i put tuesday it best
1548343657,_METH,@gabrielgray you are just awful ,aw
1548343682,MISSB805,Man my wrist hurts  I hate this!!!,man wrist hurt i hate
1548343780,DoItTheConway,@maryandy and the judge said i cant do that no more ,judg said cant
1548344054,krclaypool,"If my replies are slow or I miss them, please be patient with me. They are not showing up on TweetDeck. Having to scroll  #frinightfever",if repli slow i miss pleas patient they show tweetdeck have scroll frinightfev
1548344129,amber_duffle,@perezhilton i live here  not cool... but no not there thank god! 100 degrees not my thing with thousands of ppl around.,live cool thank god degre thing thousand ppl around
1548344385,Hollywood_Trey,@truenaughtygirl NO SHIT?!?!?  *sad*,no shit sad
1548344712,harleyq83,"Dreading the fact that she's at home, and not still in the Dominican ",dread fact home still dominican
1548344784,delphilicious,I just got a lot of free shot up my nose. Gross. Anyone find my keys? ,i got lot free shot nose gross anyon find key
1548344806,restitched,@Jake_Perry are you saying i drive too slow?    JUST THINK OF ALL THE DON'T STOP THE WHOLE WAY WE CAN PLAY ON THE DRIVE.,say drive slow just think of all the don t stop the whole way we can play on the drive
1548345121,hedwig_luvver,Balls. They filled up too many girltalk dancers. ,ball they fill mani girltalk dancer
1548345155,TampopoTampopo,I can't please anyone and I'm being torn in all directions. Need to make a clone. ,i pleas anyon i torn direct need make clone
1548345225,PeruvianConnect,@trillsouth sorry  what's ur network thingy?,sorri ur network thingi
1548345298,Skypilot_DS,at work... forgot my phone at home ,work forgot phone home
1548345415,LanceEdler,wants to hangout with his friends ,want hangout friend
1548345426,unlikelydreamer,"Had to leave Relay early   Unfortunately, homework takes precedence over having fun.",had leav relay earli unfortun homework take preced fun
1548345687,amandawilk106,"@meeshellmabelle They have a 2nd show right after, so I don't think we'll be able to  Unless we hang around Detroit for two more hours!",they show right i think abl unless hang around detroit two hour
1548345773,Crackberryfreak,Ok i have to get to bed moving tomorrow and the next day ,ok get bed move tomorrow next day
1548345870,BATMANNN,@JustinSxE Ugh. What a bitch  You can have Tacos tomorrow!,ugh what bitch you taco tomorrow
1548346293,thekris,@OrientalDrivah  i thought your hair was like mine.,thought hair like mine
1548346401,30_North,Ummm...15 updates in 2 seconds? hax0r=nofollow ,ummm updat second nofollow
1548346437,xxiLrDxx,now i got a cold.. ,got cold
1548346564,Anna8907,"im lonely  keep me company! 22 female, Jacksonville - Florida",im lone keep compani femal jacksonvill florida
1548346590,surrahstarz,Conor Oberst is going to be at Summerfest and I will not.  gahhh.,conor oberst go summerfest i gahhh
1548346763,y0usei,@Ktan91 aww fun fun! I hope you didn't erase them ,aww fun fun i hope eras
1548346843,christinalohr,Not going to Fall Out Boy anymore.  I feel like crap.,not go fall out boy anymor i feel like crap
1548347257,Robert_Robles,@antonio_gascon it was super delicious. Rachel was super nice and helped us pay for the rest. and im super scared ,super delici rachel super nice help us pay rest im super scare
1548347814,vanessa93,"gooooodnight ;) last competition tomorrow, so tired. ",gooooodnight last competit tomorrow tire
1548347819,sarahfabulous,It's been a rough couple of days.  My grandpop passed away and Birdie has not been sleeping well thus causing me more stress.  ,it rough coupl day my grandpop pass away birdi sleep well thus caus stress
1548348068,SujaK8583,lookin forward to the day i have enough energy to stay up past 10:30 on a fri nite.  not since 2007   will i ever have those days again?,lookin forward day enough energi stay past fri nite sinc ever day
1548348297,Porshaz,Wants to find Digi on Twitter....I can't find her anywhere!!! ,want find digi twitter i find anywher
1548348410,heyisabelle_,"i am bored at home with no camera, or friends online. aw. ",bore home camera friend onlin aw
1548348448,sarsaroth,im still putting on weight ,im still put weight
1548348538,stefaknee,"@kissmykitty  if she has never &quot;handled&quot; an autistic kid before, don't feel bad!  she probably had no clue.. ?",never quot handl quot autist kid feel bad probabl clue
1548348731,DEE522,@Nakialjackson damn wish I could! Didnt get to get any today! ,damn wish i could didnt get get today
1548349462,mrossana,@rhertz In chicago ,in chicago
1548349525,Marc322,@perezhilton dodgers losing ,dodger lose
1548349582,sanamhatesyou,http://twitpic.com/3i3cv - r yall gonna h8 me 4 this?  ,r yall gon na
1548349990,kneeeeecole,The city got cold ,the citi got cold
1548350133,iluvhk,@que_day26 Why show so much attention to the haters but don't respond to fans that love you? U never respond to me  Just block that bitch,whi show much attent hater respond fan love u never respond just block bitch
1548350176,Stuartv85,New lost ep is awesome. Don't wanna stop watching and get back to work ,new lost ep awesom don wan na stop watch get back work
1548350313,KatharineSmith,Just asked my friend if we were in a non-smoking hotel room. Forgot we weren't in Vegas. ,just ask friend non smoke hotel room forgot vega
1548350397,MrzEndy,@latinluvly awww I love my baby can't think about being without her I even hate leaving her in the morning to go to work ,awww i love babi think without i even hate leav morn go work
1548487739,celtic_thistle,I'm so upset with this phone  I hope it isn't broken for good. Stupid T-Mobile.,i upset phone i hope broken good stupid t mobil
1548487773,melloskiiee08,not feeling too hot ,feel hot
1548488103,reitzfamily,Going to bed and hoping my nerves will let me rest. I hate knowing my backyard is wide open ,go bed hope nerv let rest i hate know backyard wide open
1548488169,kristinnsmith,These people are crazy!! Its like they are always watching me..waiting 4 my next mistake. They already attacked me multiple times tonight ,these peopl crazi it like alway watch wait next mistak they alreadi attack multipl time tonight
1548488418,globaldrinking,i'm back. now i need to work out what i plan to do with damn paperwork. tweets at home aren't very interesting! ,back need work plan damn paperwork tweet home interest
1548488448,aurik,@SlowWolf  Unfortunately they've not managed to find a stable method of bottling up luck yet.,unfortun manag find stabl method bottl luck yet
1548488535,Sherbear2313,I miss my bff ,i miss bff
1548489192,BenIgrisan,I drug my feet to long on spending $30 to see Turbonegro tonight and the show sold out. ,i drug feet long spend see turbonegro tonight show sold
1548489223,juliechao,@krjm KRJ GODDAMN M. We miss our favorite thithter ,krj goddamn m we miss favorit thithter
1548489356,ElyseGabrielle,@ZachSang Awww Poor Zach  I'm Sorry! That's Not Right Of People To Just Put Your Interviews Up On Youtube ! Like What !?!  Mrs.CJBaran&lt;3,awww poor zach i sorri that not right of peopl to just put your interview up on youtub like what mrs cjbaran lt
1548489525,stardahc,went with the kids to go watch 17 again!! it was way better than i thought it would be but Alexis threw a fit and didnt get to finish it. ,went kid go watch way better thought would alexi threw fit didnt get finish
1548489645,foreversleeper,"@deathburlesque same here, love! summer cannot come fast enough! I miss you terribly!  I'm sorry you're sick! *hugs*",love summer come fast enough i miss terribl i sorri sick hug
1548489902,beks06,@leeniee8603 wtf are you doing this weekend...HATE that I dont know since I havent seen you in about hmmm 23 days. ,wtf weekend hate i dont know sinc i havent seen hmmm day
1548489923,emeraldashlee,for the love of RAAAY J .. neck RELLE hurts. jeeezelaweeeze ,love raaay j neck rell hurt jeeezelaweeez
1548490024,KMont,Alice is awesome. I wanna rip Jame's head off tooooo. ,alic awesom i wan na rip jame head tooooo
1548490254,Andrewsbabe,going to bed and waking up tomorrow to write papers for class ,go bed wake tomorrow write paper class
1548490491,joy_,My phones about to break. It was in a puddle of water ,my phone break it puddl water
1548490553,ryansmiller,Just finished CT Scan &amp; X-Ray...He doesn't like being strapped down ,just finish ct scan amp x ray he like strap
1548490572,ItsmeSuzette,I really luv @souljaboytellem and I wish he would reply..!?  MUCHA.. MUCHA..!,i realli luv souljaboytellem i wish would repli mucha mucha
1548490874,MeechieLyn,Typing a report....soooo boring ,type report soooo bore
1548491130,Jonathan_Ross,@tactix I want to be there ,i want
1548491157,sbmczh,@theu4life219 cool! thank you thank you ,cool thank thank
1548491193,jessebarron,Our dog is not feeling well and is moping. I always feel so helpless when that happens. Even Baby Tylenol didn't help this time. ,our dog feel well mope i alway feel helpless happen even babi tylenol help time
1548491316,honeybearbee,@BANANARCHY empires is the only band/song/thing that just will not upload on that site. ,empir band song thing upload site
1548491317,superkathoid,@Kreeoni The guild feels lonely without you on. ,the guild feel lone without
1548491543,Rachel_Heiss,not feeling good ,feel good
1548491704,angyl,"When I saw the twit trending on virtual assistants, I was hoping down inside it was something to do with AI agents.  But no. ",when i saw twit trend virtual assist i hope insid someth ai agent but
1548491838,jpgardner,Headed home from work. Don't think I'm going to make it to the Run For Mercy tomorrow even if it isn't raining. Sorry Gene. ,head home work don think i go make run for merci tomorrow even rain sorri gene
1548492222,jessieElyse,Hates when her dryer doesn't start and she doesn't find out until midnight ,hate dryer start find midnight
1548492233,iheartnynuk,@BluePhoenix1 just going but i gotta drive a bunch of out-of-town fam to and fro the wedding so will prob end up not coming home after ,go got ta drive bunch town fam fro wed prob end come home
1548492260,VinnySplendor,I don't really know what I'm going to do about getting the rest of my stuff out of the house... ,i realli know i go get rest stuff hous
1548492499,Biggnz,well. i officialy lost  but i still want to hit 100! doesnt matter that i have to dress up as a mariachi band member lol,well officiali lost still want hit doesnt matter dress mariachi band member lol
1548492503,parakeetluvr,@Rosalie21 *Hugs* I was at the park on 2 metal bars and I slipped and hit my rib cage. ,hug i park metal bar i slip hit rib cage
1548492709,jacksond91,I have to write Fishman's BS essay while at a funeral. ,i write fishman bs essay funer
1548492802,ecstewart,"@rebeccajones Dunno how u can keepup w/2 accts. I could not. Good luck w/that!! ;) If I followed, I'd get randy 2, but it's bad for biz. ",dunno u keepup w acct i could good luck w if i follow i get randi bad biz
1548493038,royalt_rapqueen,@Mark_Milly lol....wutever...u don't hit me up nemore ,lol wutev u hit nemor
1548493558,citygirl912,So sad. I just learned there is no episode of Dollhouse this week. ,so sad i learn episod dollhous week
1548493592,ChrisH_,sitting on sisters computer ,sit sister comput
1548493681,Tianicole,"Off this weekend! Selma reenactment tomorrow, it's supposed to rain  figures",off weekend selma reenact tomorrow suppos rain figur
1548493738,JAXinLA,"trying sushi for the very first time,.... but not being very open minded  sorry",tri sushi first time open mind sorri
1548493880,fmoneymusic,@JaylaStarr is House MD still an AHole?? or has he changed character yet ... I lost track of that show months ago ,hous md still ahol chang charact yet i lost track show month ago
1548493892,nil17,@zionxpress  Soon though? Will you join him on the road then?,soon though will join road
1548494499,IamNovel,@ePink yea to bad didnt come out in US ,yea bad didnt come us
1548494540,ao_deca,@gzwizzle thanks you!! how ya been? i forgot to do one this friday ,thank ya forgot one friday
1548494560,utech,"so I found out about the Wii Homebrew Channel today, but my Wii was already updated to 4.0 so I can't install the hack until they update ",i found wii homebrew channel today wii alreadi updat i instal hack updat
1548494630,mNseattle,time to say by to J  last hurrah at Kels tonight.. beers and tears!,time say j last hurrah kel tonight beer tear
1548494776,TCaseyArend,@exhibitdarfur We are disappointed that Mia Farrow had to cancel her support for the Genocide Awareness Month event in DC on April 19 ,we disappoint mia farrow cancel support genocid awar month event dc april
1548494929,webmaster_paul,"@laylakayleigh oh Jeez, by looking in the mirror i guess, my reflection looks like a tall pale ET. ",oh jeez look mirror guess reflect look like tall pale et
1548495051,ChelseaOnee,@donnaontherocks  That's lame. I hope it improves as a whole. @Gothictany Yeah! It's gonna be fun! Pictures would be good so we can share!,that lame i hope improv whole gothictani yeah it gon na fun pictur would good share
1548495887,Jenny_anne,there was a little dead bird on our mat just outside our door today. He fell from the nest just after he came into the world....sad ,littl dead bird mat outsid door today he fell nest came world sad
1548495897,ourveins,@octopuslungs @topsycrets why don't I get to see you guys  when will you be back,topsycret i get see guy back
1548496121,hannahce06,is soooo not feeling good. suckss ,soooo feel good suckss
1548496227,eatnoevil,@wunmic ,
1548496700,hotmamagowns,@btcla no   not yet anyway.  I was looking for it though..,yet anyway i look though
1548496797,ScarlettDane,"@Chels_V I am good, just about to leave for Forks....I am not looking foward to the flight though ",i good leav fork i look foward flight though
1548496815,Ms_Nigeria,Twitter is getting boring. i dont know they hype is dying ,twitter get bore dont know hype die
1548497749,CastorTroy06,I can't believe I paid five bucks for these damn fries!! Clearly LAX is in no recession! ,i believ i paid five buck damn fri clear lax recess
1548497803,hellohouston,i'm tagging all my LJ entries &amp; i came across one from civic tour last year from portland with autistic boyfriend &amp; company and got sad ,tag lj entri amp came across one civic tour last year portland autist boyfriend amp compani got sad
1548497916,hardcoreware,"Oops, accidentally installed WGA on my Laptop Vista install.. I had a pirated copy on there because my laptop is Japanese ",oop accident instal wga laptop vista instal i pirat copi laptop japanes
1548497981,lindseyorourke,Ummm. yeah. once again - blow a 9 -4 lead in the 8th. Good times... NOT.  Come on fellas... you can do it! #Angels,ummm yeah blow lead good time not come fella angel
1548498359,sammiikins,@thomas_mathews  It doesn't matter. NO ONE DID IT.  Starbucks Grande Vanilla Latte was my BFF today.,it matter no one did it starbuck grand vanilla latt bff today
1548498391,mamuski,@derekma actually - i sold it years ago  maybe THAT&quot;s WHY!,actual sold year ago mayb that quot whi
1548498579,jayln1985,@YolandaMonique dmn sorry to hear that.. nothing cool to say just srry to hear that   ,dmn sorri hear noth cool say srri hear
1548498631,remedyg,@saraburgess @cassiemeltesen @trishameltesen i miss you guys all so much! ,cassiemeltesen trishameltesen miss guy much
1548499444,Mmouse69,@DxTruettner SAD   My #1 cutie Brendan got blindsided BIG TIME.  Now I don't know who to root for.,sad my cuti brendan got blindsid big time now i know root
1548500497,roobylou,@StormClaudi lol..photography! NICE..It is my lost hobby.  I was an art history major and never went to Europe ,lol photographi nice it lost hobbi i art histori major never went europ
1548500729,338,At beach. Will get about / less than 6 hrs and 45 min of sleep. XD I still miss some people &amp; the Despair Faction.  &lt;3,at beach will get less hrs min sleep xd i still miss peopl amp despair faction lt
1548500761,edibledarling,"getting sooooo tired, gotta be at work at seven am    YUCK",get sooooo tire got ta work seven yuck
1548516042,meesterbob,Someone gave me a biscotti that tastes like it has freezer burn and they won't leave so now I think I am obligated to eat the whole thing ,someon gave biscotti tast like freezer burn leav i think i oblig eat whole thing
1548516329,roxyisfoxy,"dang twitter and their lack of space to write! anyways i am off to bed, gotta be up early. still totally bummed that I missed white room ",dang twitter lack space write anyway bed got ta earli still total bum i miss white room
1548516736,rebekaahh,ahh doing homework :@ school holidays nearly over ,ahh homework school holiday near
1548516796,jeffreyowens,I am suddenly ill when I planned to go to a film. I wish someone would bring me soymilk to fill my empty ensickened belly. ,i sudden ill i plan go film i wish someon would bring soymilk fill empti ensicken belli
1548516828,emilystarship,Is alone. ,is alon
1548517001,ToXicCupCakeCXC,ugghhh my throat burns ,ugghhh throat burn
1548517044,catastropheK,my headache isn't going away  and i want pancaakkesss,headach go away want pancaakkesss
1548517242,casey8_0,Home  I'm sad to not be in Mexico anymore,home i sad mexico anymor
1548517280,Joselyn6871,"im lonely  keep me company! 22 female, Decatur - Alabama",im lone keep compani femal decatur alabama
1548517459,cancerlost,@SelfSymmetry I dont think so ,i dont think
1548518715,MARQUEST,@KimKardashian Hope that nasty sun burn heals quickly  Dont worry babe your still beautiful even with the burn get better soon ;),hope nasti sun burn heal quick dont worri babe still beauti even burn get better soon
1548519061,cakes1017,is wondering where  the Sundbergs are?  All of their phones are off.  ,wonder sundberg all phone
1548519448,princesschrysti,Can't stop crying.  Man....  7pounds is no joke ,can stop cri man joke
1548519765,stormgirl84,happy friday twitter bugs!! have a safe and fun night! im stuck in the house studying ,happi friday twitter bug safe fun night im stuck hous studi
1548519869,tswizz,@Piablo oo really? i'll check it tomorrow! prolly wont be up tonight i'm guessing ,oo realli check tomorrow prolli wont tonight guess
1548519914,tonimarie82,Getting the hang of this but none of my friends r even on here? ,get hang none friend r even
1548520296,rippedmannequin,@perezhilton you should come over to my place for drinks. Just kidding I'm not 21 ,come place drink just kid i
1548520369,peafro,@coerter r u ok??  do u need anything?,r u ok u need anyth
1548520601,astyles101,@burnsrodney lol I do @ 10 so gotta get it in before  horrible huh? Lol,lol i got ta get horribl huh lol
1548520714,LeslieDYoung,@StarLITpr I'm so sad  I know it's fun!,i sad i know fun
1548521115,MWZoo,Oh and my MSN still isnt working. ,oh msn still isnt work
1548521150,Shelby3175,"im lonely  keep me company! 22 female, Austin - Texas",im lone keep compani femal austin texa
1548521394,jcummings01,wow....my Berkman bobble head just doesn't seem as fun now.   What a loss. ,wow berkman bobbl head seem fun what loss
1548521400,gkasica,@xoxo421 doh! I hate that. Sorry to see they lost ,doh i hate sorri see lost
1548521423,marcial357,i guess its over.  our friendship is no more? will we stilll see each other? no more best friends till the end? what has happend? :'(,guess friendship stilll see best friend till end happend
1548521469,FerdiieJonas,Homework ,homework
1548521565,JustKiddingJena,Tummy ache ,tummi ach
1548521590,CCWatterson,@pixelgangsta oh well please THANK her for answering my phone calls ,oh well pleas thank answer phone call
1548521629,mvboronowski,http://twitpic.com/3i54q - Empty queen e for ballet  it's great too!,empti queen e ballet great
1548521763,telltalegames,@Kris_Wood Sorry about that ,sorri
1548522319,francis_adriana,@nick_carter Honey what I must do for you tell me &quot;HI&quot; &quot;Hello&quot; ?? Signs of smoke? I will cry    :_(,honey i must tell quot hi quot quot hello quot sign smoke i cri
1548522361,VivaLawsVegas,getting ready for TAO .. even though Stan's MIA  hmm..,get readi tao even though stan mia hmm
1548522400,JustinGiese,@TriSARAHt0ps what are you getting done now? Your poor mouth ,get done your poor mouth
1548522409,glazalde,enjoying the last weekend before going back to work.. ,enjoy last weekend go back work
1548522561,aogirl03,is ready to go to bed.. last night in a bed until sunday night..  but I am ready for tomorrow's activities.. watch for updates!!! :p,readi go bed last night bed sunday night i readi tomorrow activ watch updat p
1548522584,RedAlysha,@BJMendelson I have few followers....   ,i follow
1548522607,Re_Mx,DJ names are impossible to come by ,dj name imposs come
1548522702,sa_mar,@lyokamoto hey girly! i just left sunset   i wish  i got these updates to my phone..but lets hangout one of these days!!!,hey gir left sunset wish got updat phone let hangout one day
1548523096,kmprattrealtor,Ugh.  Looks like the Blues might just lose this one too.  ,ugh look like blue might lose one
1548523188,kangaroo5383,stressed out   work o no.. next week too... i hate ie ...   someone shoot me,stress work next week hate ie someon shoot
1548523288,kmoneeey,"@Peachyyyy aw i love youuu, and miss you SO much  i cant be this long without youuu !",aw love youuu miss so much cant long without youuu
1548523343,HelloCeryna,crap i accidently messed up............  mitchel musso probably hates me now,crap accid mess mitchel musso probabl hate
1548523844,theyjusthowl,@owlmonkeys fuck you ,fuck
1548523913,favier,Off to bed  Bye bye twittizens from twitterland lol!,off bed bye bye twittizen twitterland lol
1548523935,meggstaax33,At Kayleigh's. Service tomorrow. Ugh. Text me in the morning. I miss my bestfrannnnnnnn &lt;3 ,at kayleigh servic tomorrow ugh text morn i miss bestfrannnnnnnn lt
1548524078,NadMircella,"uhm, had pft 2.4 run today and i failed. ",uhm pft run today fail
1548524122,cooldude13233,"@pinkee hnn, text me (or call me :\) if you want to like/want/whatev to talk to me  , but hmm, i see, you want to ignore me ",hnn text call want like want whatev talk hmm see want ignor
1548524150,LeoBoi30,I wish I could watch the video feed...but the buffering sucks!  #ASOT400,i wish i could watch video feed buffer suck
1548524781,adam_lowe,"Ok, I'm calling it. Still too sick to drive to O-land for Barcamp tomorrow ",ok i call still sick drive o land barcamp tomorrow
1548524939,silverlockdown,@InezLeb euwww i am so ugly in the picture ,euwww ugli pictur
1548525195,TheDEXpress,"@leezadlf: Ay, talaga? How has she been? I miss her... ",ay talaga how i miss
1548525714,Tanda_Panda,is pretty bummed   Play It Sam,pretti bum play it sam
1548525898,marcial357,the only reason i don't talk to you as much is because there is nothing to talk about. ,reason talk much noth talk
1548526107,adamneal,@debskie79 me too  will you be there when I get back Wed. night for dinner at Tecce's??,i get back wed night dinner tecc
1548526216,cuteliltrinket,def. hates clowns a little more now... thank you little brother for that lovely video you assrat ,def hate clown littl thank littl brother love video assrat
1548526549,purplelyna,"@brookeburke I dont know what my gym even looks like anymore, thats how long it's been since Ive gone ",i dont know gym even look like anymor that long sinc ive gone
1548527000,tweetweetjoyyy,@IAMtheCOMMODORE i couldnt make it ! &gt;.&lt; i went to the movies. SOOO SORRY. ,couldnt make gt lt went movi sooo sorri
1548527047,kaylee110,@MCRmuffin I am so sorry  god i'd love to talk to you honey. similar things with my family ,i sorri god love talk honey similar thing famili
1548527240,marianoodle,"@gophango: dude, I live for your tweets. miss TdotO ",dude i live tweet miss tdoto
1548527949,saveit4dabirds,@atrocity79-awwww man!! That's not kool!!! ,man that kool
1548528182,GoofyLover104,Destroyed my diet and ordered Chinese ,destroy diet order chines
1548528187,snxy,@donaxvariabilis OMT love you! opening it in a new tab now. IM SUCKERED I MISSED DANIEL KANDI!!  #asot400,omt love open new tab im sucker i miss daniel kandi
1548528284,jns92,i havent eat for almost a day ,havent eat almost day
1548528292,screamax,Two hours late for school. Guess gotta go for make up again ,two hour late school guess got ta go make
1548528714,IckyErrca,ugh i have to go to work. ,ugh go work
